id,photo_url,road_address,name,size,latitude,longitude,phone,business_hours,review_count,facilities,parking,very_good,seat_info,menu,category
114,"['https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241218_30%2F1734509745958o0K3E_JPEG%2F%25B8%25DE%25C0%25CE_01_%25281%2529.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250107_183%2F1736237746386uJGHt_JPEG%2F%25BE%25C8%25BD%25C9.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250107_107%2F1736237732367zaNjx_JPEG%2F%25B8%25F0%25B5%25EB%25B3%25C3.jpg']","서울특별시 마포구 잔다리로 66, 1층 (서교동)",카가와,84.87,192621.0612,450169.4038,0507-1421-1434,,296,"['비건 메뉴', '무한 리필', '유기농 메뉴', '단체 이용 가능', '포장', '배달', '무선 인터넷', '예약', '대기공간', '반려동물 동반', '장애인 휠체어 이용가능']",무료 주차 가능,"['음식이 맛있어요', '재료가 신선해요', '친절해요', '양이 많아요']","['단체석', '입식', '바테이블', '1인석']","[[""뚝배기직화소고기숙주우동"", 12900], [""모리아와세텐푸라냉/온우동"", 13000], [""우엉튀김우동"", 10000], [""등심카츠정식"", 12000], [""안심카츠정식"", 13000], [""모듬카츠정식"", 13000], [""카케우동"", 8000], [""붓카케우동"", 8000], [""니꾸카레밥"", 11000], [""돈카츠카레밥"", 12000], [""모리아와세모듬텐푸라튀김"", 6000], [""감태유부초밥(2pc)"", 3000], [""니꾸추가"", 2500], [""유부추가"", 1500], [""온센타마고추가"", 1000], [""한잔맥주"", 2500]]",일식
115,"['https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240905_51%2F17255272497683pS0B_JPEG%2F2%25C0%25CE%25BC%25BC%25C6%25AE.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240905_8%2F1725527249655Tx5w4_JPEG%2FKakaoTalk_20240805_115603986_19.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240905_222%2F1725527249550aQfwn_JPEG%2FKakaoTalk_20240805_115603986_20.jpg']","서울특별시 마포구 와우산로 104, 2층 (서교동)",면식당 홍익대점,108.6,193301.7261,450082.2633,0507-1344-2548,수: 10:30 - 21:00; 목: 10:30 - 21:00; 금: 10:30 - 21:00; 토: 10:30 - 21:00; 일: 10:30 - 21:00; 월: 10:30 - 21:00; 화: 10:30 - 21:00,506,"['글루텐프리 메뉴', '단체 이용 가능', '포장', '배달', '예약', '무선 인터넷']",주차 불가,"['음식이 맛있어요', '혼밥하기 좋아요', '매장이 넓어요', '양이 많아요']","['단체석', '바테이블', '입식', '1인석']","[[""돈코츠라멘"", 8400], [""매운돈코츠라멘"", 8900], [""쇼유라멘"", 7900], [""에비돈코츠라멘"", 10400], [""큰부타동"", 8500], [""큰김치부타동"", 8900], [""마제소밥(면대신밥)"", 8500], [""마제소바"", 9400], [""카제소바"", 10000], [""냉소바 (계절메뉴)"", 8500], [""판소바"", 8400], [""김치마제소바"", 10000], [""샤브쌀국수"", 8900], [""매운샤브쌀국수"", 9500], [""수제등심카츠"", 10500], [""매운파돈카츠"", 11500], [""더블체다카츠"", 11900], [""반반카츠"", 11900], [""모짜치즈카츠"", 12500], [""매콤카레카츠"", 13500]]",일식
116,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241111_188%2F1731319788471k6O4N_JPEG%2FIMG_4850_%25BC%25F6%25C1%25A4.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241111_299%2F1731319804343EQf3S_JPEG%2FIMG_4803_%25BC%25F6%25C1%25A4.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241111_245%2F1731319791865stk8b_JPEG%2FIMG_4776_%25BC%25F6%25C1%25A4.jpg']","서울특별시 마포구 성미산로2길 33, 城廣빌딩 1층 (서교동)",서부청기와감자탕 망원역점,142.0,191991.1511,450528.9459,0507-1432-1809,목: 00:00 - 24:00; 금: 00:00 - 24:00; 토: 00:00 - 24:00; 일: 00:00 - 24:00; 월: 00:00 - 24:00; 화: 00:00 - 24:00,135,"['무한 리필', '단체 이용 가능', '포장', '무선 인터넷', '대기공간']",주차 불가,"['음식이 맛있어요', '양이 많아요', '재료가 신선해요', '매장이 넓어요']",[],"[[""감자탕(소)"", 36000], [""뼈해장국"", 10000]]",한식
117,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240817_97%2F1723862774164ceonQ_PNG%2F1723097004062.png', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241017_182%2F1729136721610kBGrI_JPEG%2F1000008591.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241017_269%2F1729136721321myJDe_JPEG%2F1000008592.jpg']","서울특별시 마포구 와우산로29마길 6, 1층 (서교동)",멘타쿠,43.08,193454.9977,450399.4894,0507-1374-5247,수: 11:00 - 21:00; 목: 11:00 - 21:00; 금: 11:00 - 21:00; 토: 11:00 - 21:00; 일: 11:00 - 21:00; 월: 11:00 - 21:00; 화: 11:00 - 21:00,147,[],주차 불가,"['음식이 맛있어요', '혼밥하기 좋아요', '특별한 메뉴가 있어요', '재료가 신선해요']",['바테이블'],"[[""기본츠케멘"", 10500], [""매운츠케멘"", 11000], [""들깨 츠케멘"", 11500], [""매운들깨츠케멘"", 12000]]",일식
118,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250121_183%2F1737426264906CoAgx_JPEG%2F1-2.%25BA%25F1%25BA%25F6%25B1%25B9%25BC%25F6.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250121_60%2F17374262647468nIkS_JPEG%2F2-2.%25B8%25EA%25C4%25A1%25B1%25B9%25BC%25F6_%25BF%25AC%25B1%25E2.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250121_288%2F17374262647591Y5KL_JPEG%2F4-2.%25BA%25CE%25C3%25DF%25B1%25B9%25BC%25F6.jpg']","서울특별시 마포구 양화로 72, 1층 125호 (서교동, 서교동 효성 해링턴 타워)",온복비빔국수,49.25,192571.3982,449840.2342,0507-1424-2583,수: 10:30 - 21:00; 목: 10:30 - 21:00; 금: 10:30 - 21:00; 토: 10:30 - 21:00; 일: 10:30 - 21:00; 월: 10:30 - 21:00; 화: 10:30 - 21:00,323,"['포장', '배달']",무료 주차 가능,"['음식이 맛있어요', '혼밥하기 좋아요', '양이 많아요', '재료가 신선해요']",[],[],한식
119,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241212_260%2F1733999458339JDYMb_JPEG%2FIMG_1483.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241209_291%2F1733748405235Wixkj_JPEG%2F84D42D96-FAE0-4C71-AAB8-CA9BFEDF5BA0.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241212_86%2F1733999457994iD3Yc_JPEG%2FIMG_1400.jpeg']","서울특별시 마포구 잔다리로 30-18, 지1층 (서교동)",잔향,56.42,192866.2285,449931.3502,0507-1434-0946,화: 17:00 - 01:00; 수: 17:00 - 01:00; 목: 17:00 - 01:00; 금: 17:00 - 02:00; 토: 17:00 - 02:00; 일: 17:00 - 01:00; 월: 정기휴무 (매주 월요일),59,"['무선 인터넷', '단체 이용 가능', '예약']",주차 불가,"['음식이 맛있어요', '친절해요', '대화하기 좋아요', '인테리어가 멋져요']","['좌식', '단체석']","[[""치즈김치전"", null], [""두부김치"", null]]",한식
120,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241213_188%2F1734079430432NIwsm_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AFDSC_2554.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241213_100%2F1734079430147yPx8k_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AFDSC_2542.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241213_13%2F1734079430637IWVRG_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AFDSC_2513.jpg']","서울특별시 마포구 어울마당로 122, 2층 (서교동)",태초갈비,91.57,193201.642,450344.5878,0507-1337-4590,,42,"['단체 이용 가능', '무선 인터넷', '대기공간', '예약']",주차 불가,"['음식이 맛있어요', '고기 질이 좋아요', '친절해요', '인테리어가 멋져요']","['연인석', '좌식']","[[""한우갈비살(1인분)"", 38000], [""우대갈비(최소주문2인분)"", 73000], [""한우육회비빔밥"", 8000], [""육회물냉면"", 8000], [""육회비빔냉면"", 8000], [""육회빙수"", 19000]]",한식
121,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241112_298%2F1731385655156Wae8c_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6_%25BD%25E6%25B3%25D7%25C0%25CF.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241205_65%2F1733394944948Rgwgc_JPEG%2F%25BA%25EA%25B7%25A3%25B5%25E5%25C0%25CC%25B9%25CC%25C1%25F601_%25281%2529.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241205_193%2F1733394964318woBss_JPEG%2F%25BA%25EA%25B7%25A3%25B5%25E5%25C0%25CC%25B9%25CC%25C1%25F603_%25282%2529.jpg']","서울특별시 마포구 홍익로 25, 지1층 일부호 (서교동)",프레퍼스 다이어트 푸드 홍대직영점,108.75,193048.4631,450243.5707,02-3144-0992,,720,[],,"['음식이 맛있어요', '재료가 신선해요', '혼밥하기 좋아요', '매장이 넓어요']",[],"[[""곰탕메뉴1"", 17900], [""곰탕메뉴2"", 9900], [""곰탕메뉴3"", 11900], [""곰탕메뉴4"", 8900]]",한식
122,"['https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250210_123%2F1739151927576TOYT2_JPEG%2FKakaoTalk_Photo_2025-02-10-09-03-35_009.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250210_193%2F1739151927505fQC16_JPEG%2FKakaoTalk_Photo_2025-02-10-09-03-33_005.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250210_267%2F1739151927508yQDHE_JPEG%2FKakaoTalk_Photo_2025-02-10-09-03-32_004.jpeg']","서울특별시 마포구 와우산로29라길 21, 지층 102호 (서교동)",헬로팬 홍대점,43.0,193471.6257,450289.6728,0507-1401-0781,수: 11:00 - 22:00; 목: 11:00 - 22:00; 금: 11:00 - 22:00; 토: 11:00 - 22:00; 일: 11:00 - 22:00; 월: 11:00 - 22:00; 화: 11:00 - 22:00,57,"['콜키지 가능', '생일 혜택', '테이크아웃 할인', '포장', '배달', '무선 인터넷']",주차 불가,"['음식이 맛있어요', '친절해요', '양이 많아요', '고기 질이 좋아요']",['룸'],[],한식
123,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230317_59%2F1679029314325xC8iW_JPEG%2FKakaoTalk_20230317_135113276_28.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240103_297%2F1704266184594I3tTi_JPEG%2FKakaoTalk_20231213_001400690.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240103_288%2F17042661841447iY6c_JPEG%2FKakaoTalk_20231213_001400690_13.jpg']","서울특별시 마포구 어울마당로 49, 2층 (서교동)",에이셉피자 홍대점,94.77,192918.5876,449703.5976,,수: 12:00 - 00:30; 목: 12:00 - 00:30; 금: 12:00 - 01:30; 토: 12:00 - 01:30; 일: 12:00 - 00:30; 월: 12:00 - 00:30; 화: 12:00 - 00:30,366,"['포장', '배달', '단체 이용 가능', '무선 인터넷', '예약']",주차 불가,"['음식이 맛있어요', '인테리어가 멋져요', '특별한 메뉴가 있어요', '친절해요']",[],"[[""에이셉 (싱글)"", 14900], [""코리안 플레이버 (싱글)"", 16900], [""더블 페퍼로니 (싱글)"", 15900], [""핫 치킨 크림 (싱글)"", 15900], [""치즈 (싱글)"", 12900], [""하와이안 (싱글)"", 15900], [""스위트 고구마 (싱글)"", 15900], [""베이컨 체다 (싱글)"", 15900], [""베이컨 포테이토 (싱글)"", 16900], [""불고기 (싱글)"", 16900], [""오리지널 (싱글)"", 17900], [""버팔로 윙 (9조각)"", 12000], [""버팔로스틱 (9조각)"", 12000], [""치킨텐더 (9조각)"", 12000], [""새우링 (9조각)"", 13000], [""감자튀김"", 5000], [""오지치즈감자튀김"", 9000], [""나쵸"", 5000], [""토마토 / 크림 스파게티"", 9000], [""토마토 / 크림 리조또"", 9000], [""우유빙수"", 13900]]",양식
124,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240530_103%2F1717067480613zdEv8_JPEG%2FKakaoTalk_20240530_200229342_26.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240530_85%2F1717067480648eh8Hd_JPEG%2FKakaoTalk_20240530_200229342.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240530_67%2F1717067480136OaJiJ_JPEG%2FKakaoTalk_20240530_200229342_19.jpg']","서울특별시 마포구 와우산로29길 69, 1층 101호 (서교동)",황금복돼지,63.58,193430.8653,450431.6233,0507-1482-9402,,209,"['예약', '단체 이용 가능', '무선 인터넷', '배달', '포장']",주차 불가,"['음식이 맛있어요', '가성비가 좋아요', '양이 많아요', '친절해요']","['단체석', '좌식']","[[""치즈삼겹살(200g)"", 15000], [""삼겹살(200g)"", 12000], [""항정살(200g)"", 12000], [""차돌박이(200g)"", 16000]]",한식
125,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230828_103%2F1693228168506MqX3s_JPEG%2FKakaoTalk_Photo_2023-08-28-22-08-50.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230828_171%2F1693228169358zYE2S_JPEG%2FIMG_0525.JPG', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230828_89%2F16932281693318AEfo_JPEG%2FIMG_0522.JPG']","서울특별시 마포구 독막로3길 18, 302호 (서교동)",안트로,50.2,192587.2384,449648.9957,0507-1357-6407,수: 정기휴무 (매주 수요일); 목: 17:00 - 23:00; 금: 17:00 - 24:00; 토: 17:00 - 24:00; 일: 정기휴무 (매주 일요일); 월: 17:00 - 23:00; 화: 17:00 - 23:00,102,"['무선 인터넷', '예약', '배달', '포장']",,"['음식이 맛있어요', '친절해요', '재료가 신선해요', '현지 맛에 가까워요']",[],"[[""치미창가"", 17000]]",기타
126,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240904_81%2F1725377936636TuxND_JPEG%2FIMG_9272.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230705_59%2F1688533632886mwJAD_JPEG%2FD54F3790-9023-4CDB-828C-4A1201508601.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240904_176%2F1725377935200Rinlo_JPEG%2F46D25921-329E-4EBA-A31F-5133F16A4508.jpeg']","서울특별시 마포구 성미산로2길 43, 1층 201호 (서교동)",성립,89.09,192029.075,450483.5877,,수: 18:00 - 24:00; 목: 18:00 - 24:00; 금: 18:00 - 24:00; 토: 17:00 - 24:00; 일: 17:00 - 24:00; 월: 정기휴무 (매주 월요일); 화: 18:00 - 24:00,80,"['콜키지 가능', '예약', '단체 이용 가능', '무선 인터넷']",무료 주차 가능,"['음식이 맛있어요', '친절해요', '술이 다양해요', '특별한 메뉴가 있어요']","['카운터석', '바테이블']","[[""사시미 모리아와세 2인"", 36000], [""오늘의 봉초밥"", 25000], [""초당 옥수수 튀김 (여름한정)"", 17000], [""스키야키"", 25000], [""이소베마끼"", 17000], [""부타노 가쿠니"", 17000]]",일식
127,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240929_94%2F1727574506806OmvjS_JPEG%2FIMG_4676.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230322_210%2F1679487751691o9L1k_JPEG%2F6E4268E9-6330-45CB-AE60-D7177504CEC0.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240929_121%2F1727574490160XRfUH_JPEG%2FC10217BC-677D-4F02-87C8-EE6DCBDF95D7.jpeg']","서울특별시 마포구 잔다리로3안길 27, b03호 (서교동)",넨네,25.55,192843.3694,449795.3289,0507-1347-9339,화: 16:30 - 02:00; 수: 16:30 - 02:00; 목: 16:30 - 02:00; 금: 16:30 - 02:00; 토: 16:30 - 02:00; 일: 16:30 - 01:00; 월: 정기휴무 (매주 월요일),118,"['콜키지 가능', '반려동물 동반', '노키즈존']",주차 불가,"['음식이 맛있어요', '가성비가 좋아요', '혼술하기 좋아요', '친절해요']","['좌식', '테라스', '입식', '1인석']","[[""오이시"", 4000], [""안키모띠"", 9000], [""도테야끼"", 9000], [""유부냠우동"", 7000], [""건조가오리지느러미"", 8000], [""오뎅모리"", 9900], [""마시멜로"", 4000], [""야끼소바"", 8500], [""돈코츠신라멘"", 7500], [""캬베츠사라다"", 4000], [""메론미니빙수"", 4000], [""트러플타코뇨끼"", 12009], [""게우파스타"", 9500], [""카레우동"", 9500], [""들깨크림나베"", 15000]]",일식
128,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA2MzBfMzYg%2FMDAxNjg4MTMzODc3OTkw.Hgqi_xmokHbLGINDA761_E4X0PLmaVzEccuQ_Apwd9sg.kUhTGF77VjTYqWwUrzulaEyhfpO2tvBnODqKil1-DiIg.JPEG%2F20230630_223803.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA5MDdfMjI5%2FMDAxNjk0MDk3OTIyMzI5.E-f_y_ETshuTrlEyAJrh3PgRaBfmVRMvcz_HftV4ZHYg.0gM24RJn03lFCfPFF2a7RDpt3-nYT6i4a2Z4BG23E3og.JPEG%2F20230907_222636.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA5MDdfMTE0%2FMDAxNjk0MDk3ODk1ODg4.krHQXm-Y0HUPz1HdLikplWy6ijNTst9pkeESTt0GDW4g.UE-REN-zJVo667y32naBvQgEC490u8nTzz4flF_i-MIg.JPEG%2F20230907_215649.jpg.jpg']","서울특별시 마포구 동교로19길 48 (서교동, 1층일부)",송가네정육식당,115.5,192622.0878,450584.4138,02-323-7469,,160,[],,"['음식이 맛있어요', '고기 질이 좋아요', '친절해요', '양이 많아요']",[],"[[""생삼겹살"", null], [""생목살"", null], [""생항정살"", null], [""껍데기"", null], [""돼지고기"", null], [""한우등심"", null], [""한우육회"", null], [""한우모듬"", null], [""한우갈비살"", null], [""한우차돌박이"", null], [""돼지고기김치찌개"", null], [""돼지왕갈비"", null]]",한식
129,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220510_34%2F1652150237784qqMLo_JPEG%2F823F5A46-BF5F-45B7-97BA-5C51AAF3A771.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220510_79%2F1652150237673g3eQe_JPEG%2FA3ED883C-45E1-4DC9-869F-FFB6AE88C8E4.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220510_193%2F1652150238237AEF1x_JPEG%2F85DD55FA-C741-4A00-B6C1-DBFCDD5B17E7.jpeg']","서울특별시 마포구 와우산로29바길 12, 1층 (서교동)",오제키,79.35,193392.0153,450406.9112,,화: 16:00 - 03:00; 수: 정기휴무 (매주 수요일); 목: 16:00 - 03:00; 금: 16:00 - 03:00; 토: 16:00 - 03:00; 일: 16:00 - 03:00; 월: 16:00 - 03:00,182,"['단체 이용 가능', '예약', '무선 인터넷']",,"['음식이 맛있어요', '친절해요', '가성비가 좋아요', '대화하기 좋아요']",[],"[[""참치 사시미"", 35000], [""밀퓌유 나베"", 23000], [""치킨 가라아게"", 18000], [""야끼소바 + 빵"", 18000]]",일식
130,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220920_229%2F1663669295944IEQsJ_JPEG%2FCDAA44B3-ADA7-42A1-B6A6-8085784A27FC.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MDlfMTIz%2FMDAxNjg4ODcxOTkzMDAz.a8L75tE4gB6ppYPE3Ka9EDSpbAu9l-pGHLb1gxGQ6sIg.InyIm9IkDfuqkgVfuWwBJz0MMlzrNns1_yxJCnzie0Yg.JPEG%2FB74946AB-12CC-4792-88E5-13E7A89EC285.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjExMDJfMTkw%2FMDAxNjY3MzYwMDcwOTAx.6b8mR4KhLy5Fu0N0UhaM_Gpv70zmY7V5NWUYBX2x7z8g.Y8Kdre0dIob-eil_g6c-lGC1d7A9crI1ruphLo-u0q0g.JPEG%2FB5FF4790-7EAA-4347-88AD-9710A9092C5D.jpeg']","서울특별시 마포구 양화로6길 57-13 (서교동, 2층201호)",블루먼데이,59.24,192660.3599,449669.3333,,수: 18:30 - 24:00; 목: 18:30 - 24:00; 금: 18:30 - 01:00; 토: 18:30 - 01:00; 일: 18:30 - 23:00; 월: 18:30 - 24:00; 화: 18:30 - 24:00,45,"['무선 인터넷', '단체 이용 가능', '예약']",,"['음악이 좋아요', '친절해요', '술이 다양해요', '대화하기 좋아요']",[],"[[""Limeto"", 17000], [""Jin&tonic"", 15000], [""Vodca&tonic"", 15000]]",한식
131,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211127_261%2F1638020327827FKRFF_JPEG%2FTP-1.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211127_144%2F1638020326908rJKPD_JPEG%2FTP-2.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211127_179%2F1638020328105CUID9_JPEG%2FTP-3.jpg']","서울특별시 마포구 와우산로21길 36-4, 2층 (서교동)",티퍼프,74.76,193038.609,450034.0331,0507-1353-0302,수: 18:00 - 02:00; 목: 18:00 - 02:00; 금: 18:00 - 03:00; 토: 18:00 - 03:00; 일: 18:00 - 02:00; 월: 18:00 - 02:00; 화: 정기휴무 (매주 화요일),47,[],,"['친절해요', '음식이 맛있어요', '인테리어가 멋져요', '매장이 청결해요']",[],"[[""후카"", 24000], [""이벤트세트"", 75000]]",한식
132,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230317_128%2F16790473668615pqCK_JPEG%2F0332079E-EF17-4146-BC4A-0443DBA4F92D.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210812_227%2F16287537862318T3mP_JPEG%2FKVqw6gjPzpOgm5LfmqLqSIF6.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210812_50%2F1628753791468DJy54_JPEG%2FPyx40o_WQc3DY6QECqqyYpnp.jpg']","서울특별시 마포구 성미산로2길 43, 지하1층 (서교동)",서울미트볼,63.9,192029.075,450483.5877,02-337-4391,수: 11:00 - 21:00; 목: 11:00 - 21:00; 금: 11:00 - 21:00; 토: 11:00 - 21:00; 일: 정기휴무 (매주 일요일); 월: 11:00 - 21:00; 화: 11:00 - 21:00,343,"['단체 이용 가능', '포장', '무선 인터넷']",주차 가능,"['음식이 맛있어요', '양이 많아요', '가성비가 좋아요', '특별한 메뉴가 있어요']",[],"[[""서울미트볼 + 라이스"", 11500], [""그레이비 미트볼 + 라이스"", 11500], [""머쉬룸 크림 미트볼 + 라이스"", 11500], [""엔초비 파스타 + 미트볼"", 11500], [""서울 크리미 + 미트볼"", 11500], [""서울 알리오 + 미트볼"", 11500], [""스파이시 토마토 + 미트볼"", 11500], [""명란 바질 파스타 + 미트볼"", 11900], [""카레크림 파스타"", 11900], [""엔초비 머쉬룸 파스타"", 11900], [""날치알 로제 파스타"", 11900], [""서울 비빔밥"", 9500], [""서울 카레밥"", 9500], [""토마토 베이컨 필라프"", 9500], [""머쉬룸 크림 리조또"", 9500], [""감자 프라이"", 6500], [""허니 고구마 스틱"", 7500], [""바질 샐러드"", 9500], [""서울 샐러드"", 9500]]",양식
